Timestamp,%MEM,RSS_KB,VSZ_KB,Command
2026-02-14 15:37:53,8.3,1344460,6287872,python3
2026-02-14 15:37:54,8.5,1371164,6345216,python3
2026-02-14 15:37:55,8.5,1381864,6355476,python3
2026-02-14 15:37:56,8.7,1417868,6470164,python3
2026-02-14 15:37:57,9.0,1455648,6472480,python3
2026-02-14 15:37:59,9.2,1495728,6544408,python3
2026-02-14 15:38:00,9.5,1536308,6544408,python3
2026-02-14 15:38:01,9.7,1573960,6773784,python3
2026-02-14 15:38:02,10.0,1614384,6773784,python3
2026-02-14 15:38:03,10.2,1654952,6773784,python3
2026-02-14 15:38:04,10.5,1696912,6773784,python3
2026-02-14 15:38:05,10.8,1750868,6919672,python3
2026-02-14 15:38:06,10.5,1701136,6816444,python3
2026-02-14 15:38:07,11.1,1804464,6959020,python3
2026-02-14 15:38:08,10.1,1630712,6673864,python3
2026-02-14 15:38:09,7.7,1247864,6188248,python3
2026-02-14 15:38:10,8.0,1295680,6242136,python3
2026-02-14 15:38:11,8.3,1351416,6299484,python3
2026-02-14 15:38:12,8.5,1378132,6356828,python3
2026-02-14 15:38:13,8.7,1406080,6356828,python3
2026-02-14 15:38:14,8.8,1432476,6471516,python3
2026-02-14 15:38:15,9.4,1520240,6577128,python3
2026-02-14 15:38:16,9.6,1559216,6577128,python3
2026-02-14 15:38:17,9.9,1601256,6577128,python3
2026-02-14 15:38:18,10.1,1639888,6806504,python3
2026-02-14 15:38:19,10.4,1680760,6912112,python3
2026-02-14 15:38:20,10.6,1722716,6912112,python3
2026-02-14 15:38:21,10.9,1765544,6912112,python3
2026-02-14 15:38:22,10.2,1655752,6700892,python3
2026-02-14 15:38:23,10.8,1751420,6835864,python3
2026-02-14 15:38:24,11.4,1839196,6970832,python3
2026-02-14 15:38:25,10.2,1655752,6700892,python3
2026-02-14 15:38:26,7.7,1248220,6188248,python3
2026-02-14 15:38:27,8.0,1300908,6246192,python3
2026-02-14 15:38:28,8.4,1357124,6303540,python3
2026-02-14 15:38:29,8.5,1383540,6360884,python3
2026-02-14 15:38:30,8.6,1392104,6370732,python3
2026-02-14 15:38:31,8.8,1429080,6485420,python3
2026-02-14 15:38:32,9.1,1467740,6485420,python3
2026-02-14 15:38:33,9.5,1541696,6593780,python3
2026-02-14 15:38:34,9.8,1583172,6593780,python3
2026-02-14 15:38:35,10.0,1621492,6823156,python3
2026-02-14 15:38:36,10.3,1662392,6823156,python3
2026-02-14 15:38:37,10.5,1704456,6823156,python3
2026-02-14 15:38:38,10.8,1746288,6823156,python3
2026-02-14 15:38:39,10.2,1656484,6727148,python3
2026-02-14 15:38:40,10.7,1727600,6829460,python3
2026-02-14 15:38:41,11.1,1796108,6965876,python3
2026-02-14 15:38:42,11.5,1865928,6965876,python3
2026-02-14 15:38:43,9.9,1610800,6692912,python3
2026-02-14 15:38:44,7.9,1284656,6234156,python3
2026-02-14 15:38:45,8.4,1368596,6334640,python3
2026-02-14 15:38:46,8.6,1396644,6391984,python3
2026-02-14 15:38:47,8.8,1425236,6391984,python3
2026-02-14 15:38:48,9.2,1497080,6586828,python3
2026-02-14 15:38:49,9.5,1537660,6586828,python3
2026-02-14 15:38:50,9.7,1577184,6586828,python3
2026-02-14 15:38:51,10.0,1618040,6586828,python3
2026-02-14 15:38:52,10.7,1731016,7125736,python3
2026-02-14 15:38:53,10.5,1694756,6896356,python3
2026-02-14 15:38:54,10.7,1736152,6896356,python3
2026-02-14 15:38:55,11.0,1778268,6896356,python3
2026-02-14 15:38:56,11.3,1821672,6896356,python3
2026-02-14 15:38:57,10.8,1753980,6869772,python3
2026-02-14 15:38:58,11.4,1841548,7003492,python3
2026-02-14 15:38:59,12.0,1944460,7003492,python3
2026-02-14 15:39:00,10.0,1622064,6692912,python3
2026-02-14 15:39:01,8.1,1305836,6248620,python3
2026-02-14 15:39:02,8.5,1377812,6334640,python3
2026-02-14 15:39:03,8.7,1404244,6391984,python3
2026-02-14 15:39:04,9.1,1469396,6453272,python3
2026-02-14 15:39:05,9.3,1505992,6567960,python3
2026-02-14 15:39:06,9.5,1545784,6567960,python3
2026-02-14 15:39:07,9.8,1586280,6629244,python3
2026-02-14 15:39:08,10.1,1627692,6629244,python3
2026-02-14 15:39:09,10.3,1665052,6858620,python3
2026-02-14 15:39:10,10.5,1706864,6858620,python3
2026-02-14 15:39:11,10.8,1748776,6858620,python3
2026-02-14 15:39:12,11.1,1790136,6981188,python3
2026-02-14 15:39:13,11.3,1834008,6981188,python3
2026-02-14 15:39:14,10.9,1760880,6805668,python3
2026-02-14 15:39:15,11.5,1860900,7014516,python3
2026-02-14 15:39:16,12.2,1968340,7014516,python3
2026-02-14 15:39:17,10.2,1656688,6697424,python3
2026-02-14 15:39:18,8.2,1328668,6268056,python3
2026-02-14 15:39:19,8.6,1399236,6354076,python3
2026-02-14 15:39:20,8.8,1425528,6411420,python3
2026-02-14 15:39:21,8.8,1431724,6420260,python3
2026-02-14 15:39:23,9.1,1467952,6534948,python3
2026-02-14 15:39:24,9.3,1506576,6534948,python3
2026-02-14 15:39:25,9.5,1545768,6601716,python3
2026-02-14 15:39:26,9.8,1586428,6601716,python3
2026-02-14 15:39:27,10.0,1623912,6832380,python3
2026-02-14 15:39:28,10.3,1665952,6834660,python3
2026-02-14 15:39:29,10.5,1707732,6835296,python3
2026-02-14 15:39:30,10.8,1748372,6835296,python3
2026-02-14 15:39:31,11.0,1788720,6968832,python3
2026-02-14 15:39:32,10.7,1725448,6792404,python3
2026-02-14 15:39:33,11.1,1792016,6861384,python3
2026-02-14 15:39:34,11.5,1859476,6999344,python3
2026-02-14 15:39:35,12.0,1941500,6999344,python3
2026-02-14 15:39:36,10.2,1646680,6697424,python3
2026-02-14 15:39:37,8.2,1324240,6263884,python3
2026-02-14 15:39:38,8.7,1407052,6361444,python3
2026-02-14 15:39:39,8.6,1392712,6399652,python3
2026-02-14 15:39:40,8.9,1438448,6412720,python3
2026-02-14 15:39:41,9.1,1475448,6527408,python3
2026-02-14 15:39:42,9.3,1514468,6573568,python3
2026-02-14 15:39:43,9.6,1549252,6573568,python3
2026-02-14 15:39:44,9.8,1579652,6573568,python3
2026-02-14 15:39:45,9.9,1608568,6573568,python3
2026-02-14 15:39:46,11.3,1835412,7032324,python3
2026-02-14 15:39:47,10.3,1663132,6895264,python3
2026-02-14 15:39:48,10.5,1701144,6895264,python3
2026-02-14 15:39:49,10.7,1733988,6895264,python3
2026-02-14 15:39:50,10.9,1762812,6895264,python3
2026-02-14 15:39:51,11.1,1794764,6895264,python3
2026-02-14 15:39:52,10.6,1714208,6767432,python3
2026-02-14 15:39:53,11.1,1791768,6872236,python3
2026-02-14 15:39:54,11.7,1892932,7011972,python3
2026-02-14 15:39:55,10.3,1661272,6706168,python3
2026-02-14 15:39:56,8.1,1307720,6247412,python3
2026-02-14 15:39:57,8.4,1355020,6305012,python3
2026-02-14 15:39:58,8.7,1407856,6362360,python3
2026-02-14 15:39:59,8.8,1428960,6419704,python3
2026-02-14 15:40:00,8.8,1426776,6421708,python3
2026-02-14 15:40:01,9.0,1454324,6423820,python3
2026-02-14 15:40:02,9.2,1485368,6538904,python3
2026-02-14 15:40:03,9.4,1518452,6538904,python3
2026-02-14 15:40:04,9.6,1552172,6598380,python3
2026-02-14 15:40:05,9.8,1588552,6598380,python3
2026-02-14 15:40:06,10.0,1624904,6598380,python3
2026-02-14 15:40:07,10.2,1658160,6827756,python3
2026-02-14 15:40:08,10.5,1694860,6827756,python3
2026-02-14 15:40:09,10.7,1734060,6949464,python3
2026-02-14 15:40:10,10.9,1771080,6949464,python3
2026-02-14 15:40:11,10.3,1670468,6731760,python3
2026-02-14 15:40:12,10.8,1748120,6867596,python3
2026-02-14 15:40:13,11.1,1804440,6867596,python3
2026-02-14 15:40:14,11.5,1860500,7003428,python3
2026-02-14 15:40:15,11.9,1930616,7003428,python3
2026-02-14 15:40:16,10.2,1648136,6706164,python3
2026-02-14 15:40:17,8.1,1318800,6262748,python3
2026-02-14 15:40:18,8.4,1366056,6305756,python3
2026-02-14 15:40:19,8.8,1418116,6363104,python3
2026-02-14 15:40:20,8.9,1441480,6420448,python3
2026-02-14 15:40:21,8.9,1446052,6433592,python3
2026-02-14 15:40:22,9.2,1485988,6565564,python3
2026-02-14 15:40:23,9.4,1520856,6565564,python3
2026-02-14 15:40:24,9.6,1554352,6565564,python3
2026-02-14 15:40:25,9.8,1590872,6636924,python3
2026-02-14 15:40:26,10.0,1627412,6636924,python3
2026-02-14 15:40:27,10.2,1659284,6866300,python3
2026-02-14 15:40:28,10.5,1695312,6866300,python3
2026-02-14 15:40:29,10.7,1731200,6866300,python3
2026-02-14 15:40:30,10.9,1767524,6866300,python3
2026-02-14 15:40:31,11.1,1803044,6866300,python3
2026-02-14 15:40:32,10.7,1728392,6785836,python3
2026-02-14 15:40:33,11.2,1809796,6893088,python3
2026-02-14 15:40:34,11.8,1910980,7036088,python3
2026-02-14 15:40:35,10.6,1709260,6750084,python3
2026-02-14 15:40:36,10.4,1684284,6723144,python3
2026-02-14 15:40:37,8.4,1355936,6294528,python3
2026-02-14 15:40:38,8.8,1421380,6380548,python3
2026-02-14 15:40:39,8.9,1444096,6437892,python3
2026-02-14 15:40:40,9.1,1468300,6437892,python3
2026-02-14 15:40:42,9.1,1475880,6458040,python3
2026-02-14 15:40:43,9.3,1508640,6572728,python3
2026-02-14 15:40:44,9.5,1542772,6576132,python3
2026-02-14 15:40:45,9.8,1579408,6576132,python3
2026-02-14 15:40:46,10.0,1612752,6654964,python3
2026-02-14 15:40:47,10.2,1647624,6656776,python3
2026-02-14 15:40:48,10.4,1679928,6886152,python3
2026-02-14 15:40:49,10.6,1716232,6886152,python3
2026-02-14 15:40:50,10.8,1752264,6886152,python3
2026-02-14 15:40:51,11.1,1788864,6888424,python3
2026-02-14 15:40:52,11.3,1825064,6888424,python3
2026-02-14 15:40:53,10.8,1751236,6823884,python3
2026-02-14 15:40:54,11.3,1834468,6893084,python3
2026-02-14 15:40:55,12.0,1938660,7031484,python3
2026-02-14 15:40:56,10.4,1691012,6728604,python3
2026-02-14 15:40:57,8.2,1330780,6269848,python3
2026-02-14 15:40:58,8.5,1379136,6328588,python3
2026-02-14 15:40:59,8.8,1430320,6385936,python3
2026-02-14 15:41:00,9.0,1453716,6443280,python3
2026-02-14 15:41:01,9.1,1478772,6443280,python3
2026-02-14 15:41:02,9.2,1487456,6462692,python3
2026-02-14 15:41:03,9.4,1520212,6577380,python3
2026-02-14 15:41:04,9.6,1554076,6577380,python3
2026-02-14 15:41:05,9.8,1590632,6580124,python3
2026-02-14 15:41:06,10.0,1626976,6658168,python3
2026-02-14 15:41:07,10.2,1658684,6887544,python3
2026-02-14 15:41:08,10.5,1695412,6891980,python3
2026-02-14 15:41:09,10.7,1730872,6891980,python3
2026-02-14 15:41:10,10.9,1767704,6891980,python3
2026-02-14 15:41:11,11.2,1805396,6893024,python3
2026-02-14 15:41:12,10.6,1720868,6790536,python3
2026-02-14 15:41:13,11.0,1778124,6891824,python3
2026-02-14 15:41:14,11.3,1835652,7026872,python3
2026-02-14 15:41:15,11.7,1891088,7026872,python3
2026-02-14 15:41:16,12.1,1959332,7026872,python3
2026-02-14 15:41:17,10.3,1672768,6731324,python3
2026-02-14 15:41:18,8.2,1336068,6280692,python3
2026-02-14 15:41:19,8.5,1382152,6323700,python3
2026-02-14 15:41:20,8.8,1433984,6381048,python3
2026-02-14 15:41:21,9.0,1464508,6495700,python3
2026-02-14 15:41:22,9.4,1520776,6495700,python3
2026-02-14 15:41:23,9.6,1553216,6610388,python3
2026-02-14 15:41:24,9.8,1587548,6667692,python3
2026-02-14 15:41:25,10.0,1622388,6667692,python3
2026-02-14 15:41:26,10.2,1656584,6667692,python3
2026-02-14 15:41:27,10.5,1692076,6667692,python3
2026-02-14 15:41:28,10.6,1722812,6897068,python3
2026-02-14 15:41:29,10.9,1758020,6897068,python3
2026-02-14 15:41:30,11.1,1794208,7011676,python3
2026-02-14 15:41:31,11.3,1830424,7011676,python3
2026-02-14 15:41:32,11.5,1866316,7011676,python3
2026-02-14 15:41:33,10.7,1737424,6782456,python3
2026-02-14 15:41:34,11.3,1830856,6924572,python3
2026-02-14 15:41:35,11.7,1895392,7066684,python3
2026-02-14 15:41:36,12.1,1965108,7066684,python3
2026-02-14 15:41:37,10.4,1679388,6731312,python3
2026-02-14 15:41:38,8.2,1329304,6272556,python3
2026-02-14 15:41:39,8.5,1373936,6324752,python3
2026-02-14 15:41:40,8.8,1425004,6382100,python3
2026-02-14 15:41:41,8.9,1447364,6439444,python3
2026-02-14 15:41:42,9.1,1472324,6439444,python3
2026-02-14 15:41:43,9.2,1497076,6439444,python3
2026-02-14 15:41:44,9.7,1572508,6649064,python3
2026-02-14 15:41:45,9.9,1606620,6649064,python3
2026-02-14 15:41:46,10.1,1641408,6649064,python3
2026-02-14 15:41:47,10.4,1676096,6649064,python3
2026-02-14 15:41:48,11.7,1901084,7107820,python3
2026-02-14 15:41:49,10.8,1743348,6973372,python3
2026-02-14 15:41:50,11.0,1779796,6973372,python3
2026-02-14 15:41:51,11.2,1815836,6973372,python3
2026-02-14 15:41:52,11.4,1850092,6973372,python3
2026-02-14 15:41:53,10.7,1736104,6783508,python3
2026-02-14 15:41:54,11.2,1808184,6922192,python3
2026-02-14 15:41:55,11.5,1865608,6922192,python3
2026-02-14 15:41:56,11.9,1924312,7060872,python3
2026-02-14 15:41:57,12.3,1996808,7060872,python3
2026-02-14 15:41:58,10.4,1677056,6731312,python3
2026-02-14 15:41:59,8.3,1343704,6286324,python3
2026-02-14 15:42:00,8.6,1389828,6329332,python3
2026-02-14 15:42:02,8.9,1441728,6386680,python3
2026-02-14 15:42:03,9.0,1465104,6444024,python3
2026-02-14 15:42:04,9.2,1489756,6444024,python3
2026-02-14 15:42:05,9.3,1499976,6591868,python3
2026-02-14 15:42:06,9.5,1532180,6594828,python3
2026-02-14 15:42:07,9.7,1568088,6595412,python3
2026-02-14 15:42:08,9.9,1604964,6602408,python3
2026-02-14 15:42:09,10.1,1639968,6602408,python3
2026-02-14 15:42:10,10.3,1672096,6924328,python3
2026-02-14 15:42:11,10.5,1707112,6924328,python3
2026-02-14 15:42:12,10.8,1741936,6924328,python3
2026-02-14 15:42:13,11.0,1777928,6924328,python3
2026-02-14 15:42:14,11.2,1813764,6924328,python3
2026-02-14 15:42:15,10.7,1736892,6795688,python3
2026-02-14 15:42:16,11.2,1818624,6897456,python3
2026-02-14 15:42:17,11.9,1921016,7033144,python3
2026-02-14 15:42:18,10.4,1686692,6736192,python3
2026-02-14 15:42:19,8.2,1336260,6277436,python3
2026-02-14 15:42:20,8.4,1364048,6302620,python3
2026-02-14 15:42:21,8.8,1428548,6388640,python3
2026-02-14 15:42:22,9.0,1451808,6388640,python3
2026-02-14 15:42:23,9.3,1506660,6507144,python3
2026-02-14 15:42:24,9.5,1538180,6507144,python3
2026-02-14 15:42:25,9.7,1568768,6621832,python3
2026-02-14 15:42:26,9.9,1601012,6621832,python3
2026-02-14 15:42:27,10.1,1633588,6682988,python3
2026-02-14 15:42:28,10.3,1666820,6682988,python3
2026-02-14 15:42:29,10.5,1703008,6682988,python3
2026-02-14 15:42:30,10.7,1734816,6912364,python3
2026-02-14 15:42:31,10.9,1769736,6912364,python3
2026-02-14 15:42:32,11.1,1802764,6912364,python3
2026-02-14 15:42:33,11.4,1837092,7034676,python3
2026-02-14 15:42:34,11.6,1871088,7034676,python3
2026-02-14 15:42:35,10.8,1750620,6790048,python3
2026-02-14 15:42:36,11.4,1851212,6929812,python3
2026-02-14 15:42:37,12.1,1952188,7069572,python3
2026-02-14 15:42:38,10.8,1750620,6790048,python3
2026-02-14 15:42:39,10.5,1704688,6748056,python3
2026-02-14 15:42:40,8.5,1372668,6313352,python3
2026-02-14 15:42:41,8.9,1437984,6399372,python3
2026-02-14 15:42:42,9.0,1461172,6399372,python3
2026-02-14 15:42:43,9.3,1514788,6518336,python3
2026-02-14 15:42:44,9.6,1548568,6518336,python3
2026-02-14 15:42:45,9.8,1581600,6633024,python3
2026-02-14 15:42:46,10.0,1613592,6633024,python3
2026-02-14 15:42:47,10.2,1647660,6694640,python3
2026-02-14 15:42:48,10.4,1681196,6694640,python3
2026-02-14 15:42:49,10.6,1716984,6694640,python3
2026-02-14 15:42:50,10.8,1749652,6924016,python3
2026-02-14 15:42:51,11.0,1784932,6924016,python3
2026-02-14 15:42:52,11.2,1820356,6924016,python3
2026-02-14 15:42:53,11.5,1854024,7047248,python3
2026-02-14 15:42:54,11.7,1887656,7047248,python3
2026-02-14 15:42:55,11.2,1808004,6867840,python3
2026-02-14 15:42:56,11.7,1894332,7069008,python3
2026-02-14 15:42:57,12.4,2006472,7069008,python3
2026-02-14 15:42:58,10.5,1707040,6757764,python3
2026-02-14 15:42:59,8.4,1356852,6299008,python3
2026-02-14 15:43:00,8.6,1397964,6344412,python3
2026-02-14 15:43:01,8.9,1449028,6401760,python3
2026-02-14 15:43:02,9.2,1495956,6506724,python3
2026-02-14 15:43:03,9.4,1528888,6506724,python3
2026-02-14 15:43:04,9.6,1561444,6506724,python3
2026-02-14 15:43:05,9.8,1592628,6669028,python3
2026-02-14 15:43:06,10.0,1624488,6669028,python3
2026-02-14 15:43:07,10.2,1657876,6669028,python3
2026-02-14 15:43:08,10.5,1692272,6669028,python3
2026-02-14 15:43:09,10.7,1726904,6669028,python3
2026-02-14 15:43:10,10.9,1758772,6993636,python3
2026-02-14 15:43:11,11.1,1794016,6993636,python3
2026-02-14 15:43:12,11.3,1830072,6993636,python3
2026-02-14 15:43:13,11.5,1864108,6993636,python3
2026-02-14 15:43:14,10.8,1753332,6803168,python3
2026-02-14 15:43:15,11.3,1823748,6937068,python3
2026-02-14 15:43:16,11.6,1882652,6937068,python3
2026-02-14 15:43:17,12.0,1943816,7070964,python3
2026-02-14 15:43:18,12.5,2014500,7070964,python3
2026-02-14 15:43:19,10.5,1694796,6751752,python3
2026-02-14 15:43:20,8.4,1360956,6302348,python3
2026-02-14 15:43:22,8.7,1415984,6365144,python3
2026-02-14 15:43:23,9.1,1476648,6422492,python3
2026-02-14 15:43:24,9.3,1499432,6479836,python3
2026-02-14 15:43:25,9.4,1523488,6479836,python3
2026-02-14 15:43:26,9.4,1517120,6600508,python3
2026-02-14 15:43:27,9.6,1548568,6600508,python3
2026-02-14 15:43:28,9.8,1582296,6601480,python3
2026-02-14 15:43:29,10.0,1616720,6601636,python3
2026-02-14 15:43:30,10.2,1655784,6689160,python3
2026-02-14 15:43:31,10.4,1687748,6918536,python3
2026-02-14 15:43:32,10.6,1721792,6918536,python3
2026-02-14 15:43:33,10.9,1757188,6918536,python3
2026-02-14 15:43:34,11.1,1793132,6918536,python3
2026-02-14 15:43:35,11.3,1828652,6918536,python3
2026-02-14 15:43:36,10.8,1750132,6817932,python3
2026-02-14 15:43:37,11.3,1828240,6921276,python3
2026-02-14 15:43:38,11.9,1926476,7059068,python3
2026-02-14 15:43:39,10.7,1736016,6783480,python3
2026-02-14 15:43:40,10.6,1710928,6757516,python3
2026-02-14 15:43:41,8.5,1380888,6323972,python3
2026-02-14 15:43:42,8.9,1444872,6409992,python3
2026-02-14 15:43:43,9.1,1467400,6409992,python3
2026-02-14 15:43:44,9.4,1519464,6523720,python3
2026-02-14 15:43:45,9.6,1551864,6523720,python3
2026-02-14 15:43:46,9.8,1583284,6638408,python3
2026-02-14 15:43:47,10.0,1617244,6694788,python3
2026-02-14 15:43:48,10.2,1650168,6694788,python3
2026-02-14 15:43:49,10.4,1684496,6694788,python3
2026-02-14 15:43:50,10.6,1717608,6694788,python3
2026-02-14 15:43:51,10.8,1748608,6924164,python3
2026-02-14 15:43:52,11.0,1783992,6924164,python3
2026-02-14 15:43:53,11.2,1818444,7036924,python3
2026-02-14 15:43:54,11.4,1853188,7036924,python3
2026-02-14 15:43:55,11.7,1886240,7036924,python3
2026-02-14 15:43:56,10.9,1767800,6811400,python3
2026-02-14 15:43:57,11.5,1864676,6946596,python3
2026-02-14 15:43:58,12.1,1961536,7081788,python3
2026-02-14 15:43:59,10.9,1767800,6811400,python3
2026-02-14 15:44:00,10.6,1716404,6763332,python3
